Interval Data Recording,
,,,,,
Sequence #,Timestamp,A1 kWh,A2 kWh,A3 kWh,A System kWh
68000,2025/04/13 03:01:53 AM,35689.08,318981.12,15884.24,370554.44
68001,2025/04/13 03:16:53 AM,35687.72,318977.91,15884.24,370549.87
68002,2025/04/13 03:31:53 AM,35686.37,318974.72,15884.24,370545.34
68003,2025/04/13 03:46:54 AM,35685.03,318971.50,15884.24,370540.78
68004,2025/04/13 04:01:54 AM,35683.68,318968.31,15884.23,370536.25
68005,2025/04/13 04:16:55 AM,35682.33,318965.12,15884.23,370531.69
68006,2025/04/13 04:31:55 AM,35681.00,318961.94,15884.23,370527.16
68007,2025/04/13 04:46:56 AM,35679.68,318958.72,15884.23,370522.62
68008,2025/04/13 05:01:56 AM,35678.36,318955.53,15884.23,370518.09
68009,2025/04/13 05:16:57 AM,35677.04,318952.34,15884.23,370513.59
68010,2025/04/13 05:31:57 AM,35675.71,318949.16,15884.23,370509.09
68011,2025/04/13 05:46:58 AM,35674.41,318945.97,15884.23,370504.59
68012,2025/04/13 06:01:58 AM,35673.11,318942.81,15884.23,370500.12
68013,2025/04/13 06:16:59 AM,35671.81,318939.62,15884.22,370495.66
68014,2025/04/13 06:31:59 AM,35670.52,318936.47,15884.22,370491.22
68015,2025/04/13 06:47:00 AM,35669.24,318933.31,15884.22,370486.78
68016,2025/04/13 07:02:00 AM,35667.97,318930.16,15884.22,370482.34
68017,2025/04/13 07:17:01 AM,35666.70,318927.00,15884.22,370477.91
68018,2025/04/13 07:32:01 AM,35665.44,318923.84,15884.22,370473.50
68019,2025/04/13 07:47:02 AM,35664.18,318920.69,15884.22,370469.09
68020,2025/04/13 08:02:02 AM,35662.93,318917.53,15884.22,370464.69
68021,2025/04/13 08:17:03 AM,35661.68,318914.37,15884.21,370460.28
68022,2025/04/13 08:32:03 AM,35660.44,318911.22,15884.21,370455.87
68023,2025/04/13 08:47:04 AM,35659.21,318908.06,15884.21,370451.50
68024,2025/04/13 09:02:04 AM,35657.97,318904.94,15884.21,370447.12
68025,2025/04/13 09:17:05 AM,35656.75,318901.78,15884.21,370442.75
68026,2025/04/13 09:32:05 AM,35655.53,318898.66,15884.21,370438.41
68027,2025/04/13 09:47:06 AM,35654.31,318895.53,15884.21,370434.06
68028,2025/04/13 10:02:06 AM,35653.11,318892.44,15884.21,370429.75
68029,2025/04/13 10:17:07 AM,35651.91,318889.34,15884.20,370425.47
68030,2025/04/13 10:32:07 AM,35650.72,318886.28,15884.20,370421.19
68031,2025/04/13 10:47:08 AM,35649.53,318883.22,15884.20,370416.94
68032,2025/04/13 11:02:08 AM,35648.36,318880.12,15884.20,370412.69
68033,2025/04/13 11:17:09 AM,35647.19,318877.06,15884.20,370408.44
68034,2025/04/13 11:32:09 AM,35646.03,318873.97,15884.20,370404.19
68035,2025/04/13 11:47:10 AM,35644.87,318870.87,15884.20,370399.94
68036,2025/04/13 12:02:10 PM,35643.71,318867.78,15884.20,370395.69
68037,2025/04/13 12:17:11 PM,35642.55,318864.66,15884.19,370391.41
68038,2025/04/13 12:32:11 PM,35641.40,318861.53,15884.19,370387.12
68039,2025/04/13 12:47:12 PM,35640.25,318858.44,15884.19,370382.87
68040,2025/04/13 01:02:12 PM,35639.09,318855.31,15884.19,370378.59
68041,2025/04/13 01:17:13 PM,35637.93,318852.19,15884.19,370374.31
68042,2025/04/13 01:32:13 PM,35636.78,318849.09,15884.19,370370.06
68043,2025/04/13 01:47:14 PM,35635.62,318845.97,15884.18,370365.78
68044,2025/04/13 02:02:14 PM,35634.47,318842.84,15884.18,370361.50
68045,2025/04/13 02:17:14 PM,35633.32,318839.75,15884.18,370357.25
68046,2025/04/13 02:32:15 PM,35632.17,318836.62,15884.18,370352.97
68047,2025/04/13 02:47:15 PM,35631.00,318833.50,15884.18,370348.69
68048,2025/04/13 03:02:16 PM,35629.85,318830.41,15884.18,370344.44
68049,2025/04/13 03:17:16 PM,35628.69,318827.28,15884.18,370340.16
68050,2025/04/13 03:32:17 PM,35627.54,318824.16,15884.17,370335.87
68051,2025/04/13 03:47:17 PM,35626.37,318821.03,15884.17,370331.59
68052,2025/04/13 04:02:18 PM,35625.21,318817.91,15884.17,370327.31
68053,2025/04/13 04:17:18 PM,35624.04,318814.78,15884.17,370322.97
68054,2025/04/13 04:32:19 PM,35622.85,318811.66,15884.17,370318.66
68055,2025/04/13 04:47:19 PM,35621.66,318808.50,15884.17,370314.31
68056,2025/04/13 05:02:20 PM,35620.46,318805.34,15884.17,370309.97
68057,2025/04/13 05:17:20 PM,35619.25,318802.19,15884.17,370305.59
68058,2025/04/13 05:32:21 PM,35618.04,318799.03,15884.17,370301.22
68059,2025/04/13 05:47:21 PM,35616.82,318795.87,15884.16,370296.84
68060,2025/04/13 06:02:22 PM,35615.59,318792.69,15884.16,370292.44
68061,2025/04/13 06:17:22 PM,35614.36,318789.53,15884.16,370288.03
68062,2025/04/13 06:32:23 PM,35613.11,318786.31,15884.16,370283.59
68063,2025/04/13 06:47:23 PM,35611.86,318783.12,15884.16,370279.16
68064,2025/04/13 07:02:24 PM,35610.61,318779.94,15884.16,370274.72
68065,2025/04/13 07:17:24 PM,35609.34,318776.72,15884.16,370270.22
68066,2025/04/13 07:32:25 PM,35608.07,318773.50,15884.15,370265.72
68067,2025/04/13 07:47:25 PM,35606.80,318770.28,15884.15,370261.22
68068,2025/04/13 08:02:26 PM,35605.52,318767.06,15884.15,370256.72
68069,2025/04/13 08:17:26 PM,35604.23,318763.84,15884.15,370252.22
68070,2025/04/13 08:32:27 PM,35602.95,318760.62,15884.15,370247.72
68071,2025/04/13 08:47:27 PM,35601.65,318757.37,15884.15,370243.19
68072,2025/04/13 09:02:28 PM,35600.35,318754.12,15884.15,370238.62
68073,2025/04/13 09:17:28 PM,35599.04,318750.87,15884.15,370234.06
68074,2025/04/13 09:32:29 PM,35597.71,318747.62,15884.14,370229.50
68075,2025/04/13 09:47:29 PM,35596.39,318744.37,15884.14,370224.94
68076,2025/04/13 10:02:30 PM,35595.07,318741.12,15884.14,370220.34
68077,2025/04/13 10:17:30 PM,35593.74,318737.84,15884.14,370215.75
68078,2025/04/13 10:32:31 PM,35592.41,318734.59,15884.14,370211.12
68079,2025/04/13 10:47:31 PM,35591.07,318731.31,15884.14,370206.50
68080,2025/04/13 11:02:32 PM,35589.72,318728.06,15884.14,370201.91
68081,2025/04/13 11:17:32 PM,35588.37,318724.78,15884.14,370197.28
68082,2025/04/13 11:32:33 PM,35587.02,318721.53,15884.13,370192.69
68083,2025/04/13 11:47:33 PM,35585.66,318718.25,15884.13,370188.03
68084,2025/04/14 12:02:34 AM,35584.30,318714.97,15884.13,370183.41
68085,2025/04/14 12:17:34 AM,35582.94,318711.72,15884.13,370178.78
68086,2025/04/14 12:32:35 AM,35581.58,318708.47,15884.13,370174.19
68087,2025/04/14 12:47:35 AM,35580.22,318705.22,15884.13,370169.56
68088,2025/04/14 01:02:36 AM,35578.86,318701.97,15884.13,370164.94
68089,2025/04/14 01:17:36 AM,35577.48,318698.72,15884.13,370160.31
68090,2025/04/14 01:32:36 AM,35576.12,318695.50,15884.13,370155.75
