Interval Data Recording,
,,,,,
Sequence #,Timestamp,A1 kWh,A2 kWh,A3 kWh,A System kWh
23520,2036/02/22 10:49:19 PM,1383.87,5982.49,4199.24,11565.59
23521,2036/02/22 11:04:19 PM,1383.87,5982.60,4199.24,11565.72
23522,2036/02/22 11:19:20 PM,1383.88,5982.72,4199.24,11565.84
23523,2036/02/22 11:34:20 PM,1383.88,5982.84,4199.24,11565.97
23524,2036/02/22 11:49:21 PM,1383.89,5982.96,4199.25,11566.10
23525,2036/02/23 12:04:21 AM,1383.89,5983.08,4199.25,11566.22
23526,2036/02/23 12:19:22 AM,1383.90,5983.20,4199.25,11566.35
23527,2036/02/23 12:34:22 AM,1383.90,5983.32,4199.25,11566.47
23528,2036/02/23 12:49:23 AM,1383.90,5983.44,4199.25,11566.60
23529,2036/02/23 01:04:23 AM,1383.91,5983.56,4199.26,11566.72
23530,2036/02/23 01:19:24 AM,1383.91,5983.68,4199.26,11566.85
23531,2036/02/23 01:34:24 AM,1383.92,5983.80,4199.26,11566.98
23532,2036/02/23 01:49:25 AM,1383.92,5983.91,4199.26,11567.10
23533,2036/02/23 02:04:25 AM,1383.93,5984.03,4199.27,11567.22
23534,2036/02/23 02:19:26 AM,1383.93,5984.15,4199.27,11567.35
23535,2036/02/23 02:34:26 AM,1383.94,5984.27,4199.27,11567.47
23536,2036/02/23 02:49:27 AM,1383.94,5984.39,4199.27,11567.60
23537,2036/02/23 03:04:27 AM,1383.94,5984.50,4199.27,11567.72
23538,2036/02/23 03:19:28 AM,1383.95,5984.62,4199.27,11567.85
23539,2036/02/23 03:34:28 AM,1383.95,5984.74,4199.28,11567.97
23540,2036/02/23 03:49:29 AM,1383.96,5984.86,4199.28,11568.10
23541,2036/02/23 04:04:29 AM,1383.96,5984.98,4199.28,11568.22
23542,2036/02/23 04:19:29 AM,1383.97,5985.10,4199.28,11568.35
23543,2036/02/23 04:34:30 AM,1383.97,5985.22,4199.28,11568.47
23544,2036/02/23 04:49:30 AM,1383.98,5985.34,4199.29,11568.60
23545,2036/02/23 05:04:31 AM,1383.98,5985.45,4199.29,11568.72
23546,2036/02/23 05:19:31 AM,1383.98,5985.57,4199.29,11568.85
23547,2036/02/23 05:34:32 AM,1383.99,5985.69,4199.29,11568.97
23548,2036/02/23 05:49:32 AM,1383.99,5985.81,4199.29,11569.09
23549,2036/02/23 06:04:33 AM,1384.00,5985.92,4199.30,11569.22
23550,2036/02/23 06:19:33 AM,1384.00,5986.04,4199.30,11569.34
23551,2036/02/23 06:34:34 AM,1384.01,5986.16,4199.30,11569.47
23552,2036/02/23 06:49:34 AM,1384.01,5986.28,4199.30,11569.60
23553,2036/02/23 07:04:35 AM,1384.01,5986.40,4199.30,11569.72
23554,2036/02/23 07:19:35 AM,1384.03,5986.52,4199.31,11569.86
23555,2036/02/23 07:34:36 AM,1384.03,5986.64,4199.31,11569.99
23556,2036/02/23 07:49:36 AM,1384.05,5986.77,4199.32,11570.14
23557,2036/02/23 08:04:37 AM,1384.75,5987.57,4199.83,11572.16
23558,2036/02/23 08:19:37 AM,1384.50,5987.90,4199.15,11571.55
23559,2036/02/23 08:34:38 AM,1384.40,5988.40,4198.55,11571.36
23560,2036/02/23 08:49:38 AM,1384.38,5988.96,4197.99,11571.34
23561,2036/02/23 09:04:38 AM,1384.30,5989.45,4197.31,11571.06
23562,2036/02/23 09:19:39 AM,1384.14,5989.83,4196.51,11570.48
23563,2036/02/23 09:34:39 AM,1383.71,5989.90,4195.33,11568.94
23564,2036/02/23 09:49:40 AM,1383.21,5989.82,4193.99,11567.02
23565,2036/02/23 10:04:40 AM,1382.73,5989.78,4192.66,11565.17
23566,2036/02/23 10:19:41 AM,1382.29,5989.75,4191.34,11563.37
23567,2036/02/23 10:34:41 AM,1382.94,5990.74,4191.26,11564.95
23568,2036/02/23 10:49:42 AM,1384.54,5992.21,4192.07,11568.83
23569,2036/02/23 11:04:42 AM,1386.15,5993.69,4192.91,11572.75
23570,2036/02/23 11:19:43 AM,1387.74,5995.20,4193.75,11576.69
23571,2036/02/23 11:34:43 AM,1389.15,5996.70,4194.46,11580.31
23572,2036/02/23 11:49:44 AM,1390.50,5998.20,4195.12,11583.82
23573,2036/02/23 12:04:44 PM,1391.85,5999.71,4195.78,11587.34
23574,2036/02/23 12:19:45 PM,1390.92,5998.81,4193.57,11583.30
23575,2036/02/23 12:34:45 PM,1388.34,5996.45,4189.41,11574.20
23576,2036/02/23 12:49:46 PM,1387.19,5995.81,4187.16,11570.16
23577,2036/02/23 01:04:46 PM,1388.45,5997.21,4187.66,11573.31
23578,2036/02/23 01:19:47 PM,1389.75,5998.62,4188.19,11576.57
23579,2036/02/23 01:34:47 PM,1390.81,6000.01,4188.54,11579.36
23580,2036/02/23 01:49:48 PM,1391.85,6001.40,4188.87,11582.13
23581,2036/02/23 02:04:48 PM,1392.92,6002.82,4189.25,11584.99
23582,2036/02/23 02:19:49 PM,1394.01,6004.25,4189.64,11587.90
23583,2036/02/23 02:34:49 PM,1395.13,6005.69,4190.04,11590.86
23584,2036/02/23 02:49:49 PM,1396.29,6007.14,4190.49,11593.92
23585,2036/02/23 03:04:50 PM,1397.45,6008.57,4190.99,11597.00
