Interval Data Recording,
,,,,,
Sequence #,Timestamp,A1 kWh,A2 kWh,A3 kWh,A System kWh
68352,2025/03/08 04:19:06 PM,61343.02,47982.19,52667.39,161992.59
68353,2025/03/08 04:34:07 PM,61344.61,47983.45,52668.79,161996.84
68354,2025/03/08 04:49:07 PM,61346.16,47984.66,52670.14,162000.95
68355,2025/03/08 05:04:08 PM,61347.71,47985.87,52671.51,162005.09
68356,2025/03/08 05:19:08 PM,61349.53,47987.36,52673.12,162010.02
68357,2025/03/08 05:34:09 PM,61351.46,47988.96,52674.84,162015.27
68358,2025/03/08 05:49:09 PM,61353.41,47990.54,52676.56,162020.52
68359,2025/03/08 06:04:09 PM,61355.43,47992.20,52678.36,162025.98
68360,2025/03/08 06:19:10 PM,61357.40,47993.79,52680.11,162031.30
68361,2025/03/08 06:34:10 PM,61359.36,47995.35,52681.84,162036.55
68362,2025/03/08 06:49:11 PM,61361.12,47996.78,52683.42,162041.31
68363,2025/03/08 07:04:11 PM,61361.91,47997.44,52684.13,162043.50
68364,2025/03/08 07:19:12 PM,61362.36,47997.88,52684.53,162044.77
68365,2025/03/08 07:34:12 PM,61362.39,47997.91,52684.55,162044.84
68366,2025/03/08 07:49:13 PM,61362.39,47997.91,52684.55,162044.84
68367,2025/03/08 08:04:13 PM,61362.39,47997.91,52684.55,162044.84
68368,2025/03/08 08:19:14 PM,61362.39,47997.91,52684.55,162044.84
68369,2025/03/08 08:34:14 PM,61362.40,47997.91,52684.55,162044.86
68370,2025/03/08 08:49:15 PM,61362.40,47997.91,52684.55,162044.86
68371,2025/03/08 09:04:15 PM,61362.40,47997.91,52684.55,162044.86
68372,2025/03/08 09:19:16 PM,61362.40,47997.91,52684.55,162044.86
68373,2025/03/08 09:34:16 PM,61362.40,47997.91,52684.55,162044.86
68374,2025/03/08 09:49:17 PM,61362.40,47997.91,52684.55,162044.86
68375,2025/03/08 10:04:17 PM,61362.40,47997.91,52684.55,162044.86
68376,2025/03/08 10:19:18 PM,61362.40,47997.91,52684.55,162044.86
68377,2025/03/08 10:34:18 PM,61362.40,47997.91,52684.55,162044.86
68378,2025/03/08 10:49:19 PM,61362.40,47997.91,52684.55,162044.86
68379,2025/03/08 11:04:19 PM,61362.40,47997.91,52684.55,162044.86
68380,2025/03/08 11:19:19 PM,61362.40,47997.91,52684.55,162044.86
68381,2025/03/08 11:34:20 PM,61362.40,47997.91,52684.55,162044.86
68382,2025/03/08 11:49:20 PM,61362.40,47997.91,52684.55,162044.86
68383,2025/03/09 12:04:21 AM,61362.40,47997.91,52684.55,162044.86
68384,2025/03/09 12:19:21 AM,61362.40,47997.91,52684.55,162044.86
68385,2025/03/09 12:34:22 AM,61362.40,47997.91,52684.55,162044.86
68386,2025/03/09 12:49:22 AM,61362.40,47997.91,52684.55,162044.86
68387,2025/03/09 01:04:23 AM,61362.40,47997.91,52684.55,162044.86
68388,2025/03/09 01:19:23 AM,61362.40,47997.91,52684.55,162044.86
