Interval Data Recording,
,,,,,
Sequence #,Timestamp,A1 kWh,A2 kWh,A3 kWh,A System kWh
68164,2025/03/03 04:38:50 PM,259403.14,231680.95,262474.56,753558.62
68165,2025/03/03 04:53:50 PM,259403.17,231680.98,262474.72,753558.87
68166,2025/03/03 05:08:51 PM,259403.19,231681.02,262474.84,753559.00
68167,2025/03/03 05:23:51 PM,259403.20,231681.02,262474.97,753559.19
68168,2025/03/03 05:38:52 PM,259403.22,231681.03,262475.12,753559.37
68169,2025/03/03 05:53:52 PM,259403.23,231681.05,262475.25,753559.50
68170,2025/03/03 06:08:53 PM,259403.25,231681.06,262475.37,753559.69
68171,2025/03/03 06:23:53 PM,259403.27,231681.06,262475.53,753559.87
68172,2025/03/03 06:38:54 PM,259403.28,231681.08,262475.66,753560.00
68173,2025/03/03 06:53:54 PM,259403.30,231681.09,262475.78,753560.12
68174,2025/03/03 07:08:55 PM,259403.30,231681.09,262475.91,753560.25
68175,2025/03/03 07:23:55 PM,259403.31,231681.11,262476.03,753560.50
68176,2025/03/03 07:38:56 PM,259403.33,231681.12,262476.19,753560.62
68177,2025/03/03 07:53:56 PM,259403.39,231681.19,262476.37,753560.94
68178,2025/03/03 08:08:57 PM,259403.42,231681.20,262476.53,753561.12
68179,2025/03/03 08:23:57 PM,259403.44,231681.20,262476.66,753561.25
68180,2025/03/03 08:38:58 PM,259403.45,231681.22,262476.81,753561.50
68181,2025/03/03 08:53:58 PM,259403.47,231681.23,262476.97,753561.62
68182,2025/03/03 09:08:59 PM,259403.48,231681.25,262477.12,753561.87
68183,2025/03/03 09:23:59 PM,259403.64,231681.25,262477.37,753562.25
68184,2025/03/03 09:39:00 PM,259404.67,231682.16,262478.59,753565.37
68185,2025/03/03 09:54:00 PM,259425.84,231696.72,262499.00,753621.56
68186,2025/03/03 10:09:01 PM,259447.16,231711.66,262519.69,753678.50
68187,2025/03/03 10:24:01 PM,259468.33,231726.78,262540.09,753735.25
68188,2025/03/03 10:39:01 PM,259478.45,231734.83,262550.06,753763.37
68189,2025/03/03 10:54:02 PM,259481.70,231737.91,262553.62,753773.25
68190,2025/03/03 11:09:02 PM,259485.44,231741.53,262557.69,753784.62
68191,2025/03/03 11:24:03 PM,259488.75,231744.73,262561.34,753794.87
68192,2025/03/03 11:39:03 PM,259492.05,231747.95,262564.94,753804.94
68193,2025/03/03 11:54:04 PM,259495.42,231751.20,262568.62,753815.25
68194,2025/03/04 12:09:04 AM,259499.52,231755.08,262573.00,753827.62
68195,2025/03/04 12:24:05 AM,259527.98,231778.23,262600.50,753906.75
68196,2025/03/04 12:39:05 AM,259555.45,231799.84,262627.12,753982.44
68197,2025/03/04 12:54:06 AM,259583.37,231822.20,262654.31,754059.87
68198,2025/03/04 01:09:06 AM,259609.92,231843.00,262680.16,754133.12
68199,2025/03/04 01:24:07 AM,259623.33,231855.03,262693.22,754171.62
68200,2025/03/04 01:39:07 AM,259628.75,231860.20,262698.78,754187.75
68201,2025/03/04 01:54:08 AM,259634.27,231865.48,262704.41,754204.12
68202,2025/03/04 02:09:08 AM,259640.12,231871.22,262710.31,754221.62
68203,2025/03/04 02:24:09 AM,259646.16,231877.20,262716.41,754239.75
68204,2025/03/04 02:39:09 AM,259652.58,231883.47,262722.91,754259.00
68205,2025/03/04 02:54:10 AM,259658.61,231889.41,262729.00,754277.00
68206,2025/03/04 03:09:10 AM,259664.47,231895.06,262734.91,754294.44
68207,2025/03/04 03:24:11 AM,259670.55,231900.98,262741.03,754312.56
68208,2025/03/04 03:39:11 AM,259677.00,231907.22,262747.53,754331.75
68209,2025/03/04 03:54:12 AM,259682.92,231912.95,262753.47,754349.37
68210,2025/03/04 04:09:12 AM,259688.86,231918.64,262759.47,754367.00
68211,2025/03/04 04:24:13 AM,259695.91,231925.47,262766.66,754388.00
68212,2025/03/04 04:39:13 AM,259703.20,231932.58,262774.16,754409.94
68213,2025/03/04 04:54:14 AM,259710.64,231939.77,262781.75,754432.12
68214,2025/03/04 05:09:14 AM,259718.16,231947.03,262789.44,754454.62
68215,2025/03/04 05:24:15 AM,259725.72,231954.34,262797.16,754477.25
68216,2025/03/04 05:39:15 AM,259732.70,231960.97,262804.25,754497.94
68217,2025/03/04 05:54:16 AM,259740.37,231968.36,262812.06,754520.81
68218,2025/03/04 06:09:16 AM,259747.50,231975.08,262819.25,754541.81
68219,2025/03/04 06:24:17 AM,259752.34,231979.75,262824.28,754556.37
68220,2025/03/04 06:39:17 AM,259754.69,231982.27,262826.78,754563.75
68221,2025/03/04 06:54:18 AM,259754.70,231982.28,262826.91,754563.87
68222,2025/03/04 07:09:18 AM,259754.72,231982.28,262827.03,754564.00
68223,2025/03/04 07:24:19 AM,259754.73,231982.30,262827.19,754564.25
68224,2025/03/04 07:39:19 AM,259755.84,231983.50,262828.44,754567.75
68225,2025/03/04 07:54:20 AM,259758.33,231986.19,262831.00,754575.50
68226,2025/03/04 08:09:20 AM,259758.34,231986.20,262831.12,754575.69
68227,2025/03/04 08:24:20 AM,259758.36,231986.22,262831.28,754575.87
68228,2025/03/04 08:39:21 AM,259758.36,231986.22,262831.41,754576.00
68229,2025/03/04 08:54:21 AM,259758.37,231986.23,262831.53,754576.12
68230,2025/03/04 09:09:22 AM,259758.39,231986.25,262831.69,754576.31
68231,2025/03/04 09:24:22 AM,259758.41,231986.27,262831.81,754576.50
68232,2025/03/04 09:39:23 AM,259758.41,231986.27,262831.97,754576.62
68233,2025/03/04 09:54:23 AM,259758.42,231986.28,262832.09,754576.75
68234,2025/03/04 10:09:24 AM,259758.44,231986.30,262832.22,754577.00
68235,2025/03/04 10:24:24 AM,259758.45,231986.30,262832.37,754577.12
68236,2025/03/04 10:39:25 AM,259758.45,231986.31,262832.50,754577.25
68237,2025/03/04 10:54:25 AM,259758.47,231986.33,262832.62,754577.44
68238,2025/03/04 11:09:26 AM,259758.48,231986.34,262832.75,754577.56
68239,2025/03/04 11:24:26 AM,259758.50,231986.36,262832.91,754577.75
